sku,imageKeywords
10313540,"baby sweater;""baby hat"";""baby shorts"";""baby booties"";""knitted garment"";""crochet patterns"";""baby clothing"";""toddler clothes"";""pastel colors"";""floral embroidery"";""spring theme"";""soft yarn"";""eco-friendly"";""cashmere blend"";""lace details"";""long sleeve sweater"";""creative knitting"";""DIY crochet"";""vintage style"";""button-up sweater"";""handmade fashion"";""knitwear"";""baby set"";""two-piece set"";""baby shower gift"";""comfortable"";""warm baby clothes"";""handcrafted"";""decorative stitching"""
10313544,"baby sweater;""striped sweater"";""navy blue cardigan"";""white pullover"";""red and white stripes"";""garment set"";""baby clothing"";""long-sleeve sweater"";""button-up cardigan"";""knitted baby clothes"";""crochet patterns"";""cozy baby wear"";""classic baby design"";""fashionable baby wear"";""handmade baby clothing"";""comfy baby outfits"";""decorative knit patterns"";""infant apparel"";""baby boy clothing"";""baby girl clothing"";""fall baby fashion"""
10318858,"knitting pattern;""knitted cardigan"";""raglan sleeve"";""long cardigan"";""open front"";""pockets"";""cable knit"";""women's fashion"";""cozy cardigan"";""layering piece"";""buttoned cardigan"";""neutral colors"";""casual wear"";""winter fashion"";""handmade garment"";""large sizes"""
10319793,"knitting pattern;""striped sweater"";""short-sleeve"";""purple sweater"";""women's clothing"";""round neck"";""raglan sleeve"";""larger sizes"";""casual wear"";""striped design"";""ribbed hem"";""handmade fashion"";""DIY knitting"";""sweater pattern"";""knitwear"";""beginner-friendly"";""seasonal clothing"";""comfortable"";""stylish"";""layering"";""home knit"";""purple and white stripe"";""modern knitwear"";""knitting project"""
10319811,"knitted cardigan;""cable knit"";""child's sweater"";""buttoned cardigan"";""raglan sleeve"";""textured knit"";""long sleeve"";""grey cardigan"";""cozy garment"";""cold weather wear"";""handmade clothing"";""knitting pattern"";""girls clothing"";""textured garment"";""casual wear"";""fall fashion"";""winter fashion"";""vintage style"";""classic design"";""everyday wear"";""chunky knit"""
10319987,"children's cardigan;""children's sweater"";""knitted cardigan"";""knitted sweater"";""purple cardigan"";""blue sweater"";""buttoned cardigan"";""long-sleeve cardigan"";""crew neck sweater"";""raglan sleeve"";""easy knit"";""kids garment"";""knitted garment"";""fall/winter wear"";""casual style"";""layering piece"";""children's clothing"";""knitting pattern"";""simple knit design"";""colorful knitwear"";""cozy"";""warm"";""outdoor activity clothing"";""versatile pattern"";""parent-child project"""
10320049,"knitted cardigan;""pink cardigan"";""women's sweater"";""button-up cardigan"";""long sleeve sweater"";""textured knit"";""cable knit details"";""casual wear"";""striped inner shirt"";""fashionable knitwear"";""cozy sweater"";""classic style"";""intermediate difficulty"";""spring knitwear"";""versatile garment"";""layering piece"";""everyday wear"";""handmade fashion"";""model wearing"";""outdoor photo"""
10320051,"knitted;""cable knit"";""easy cable"";""short sleeves"";""summer top"";""casual"";""women's clothing"";""white"";""crew neck"";""lightweight"";""knitting pattern"";""garment"";""model wearing"";""front design"";""seamless"";""crochet projects"";""DIY fashion"";""beginner friendly"";""intermediate"";""modern style"";""fashionable"";""comfortable"""
10324003,"baby cardigan;""knitted cardigan"";""girls' cardigan"";""lace cardigan"";""button-up cardigan"";""long-sleeve cardigan"";""pastel colors"";""white cardigan"";""pink cardigan"";""lavender cardigan"";""cute"";""girly"";""delicate"";""infant clothing"";""patterned knit"";""garment"";""DIY project"";""knitting pattern"";""children's wear"";""handmade"""
10324059,"baby cardigan;""knitted cardigan"";""blue cardigan"";""cabled pattern"";""front buttoned cardigan"";""handmade"";""baby clothing"";""long sleeves"";""kids wear"";""knitting pattern"";""pockets"";""collared cardigan"";""baby shower gift"";""soft yarn"";""teddy bears"""
10325131,"amigurumi;""crochet bunny"";""stuffed animal"";""Mollie the Bunny"";""kids toy"";""beginner pattern"";""crochet project"";""paintbox yarns"";""summer project"";""striped shirt"";""handmade toy"";""soft toy"";""pattern for children"";""yarn craft"";""gift idea"";""spring theme"";""decorative item"";""playful design"""
10325769,"knitting;""cardigan"";""wrap cardigan"";""long sleeve"";""tie front"";""women's garment"";""casual"";""v-neck"";""ribbed hem"";""cozy"";""simple knit"";""lightweight"";""DIY fashion"";""whimsical"";""textured"";""all season wear"";""layering piece"";""handmade"";""comfortable"";""classic fit"""
10327230,"scarf;""knitted"";""colorful"";""heart pattern"";""striped"";""fall fashion"";""winter accessory"";""cozy"";""warm"";""fashionable"";""casual"";""multicolor"";""chunky yarn"";""textured"";""handcrafted"";""knitting pattern"";""DIY project"";""multi-season"";""model wearing"";""relaxed fit"""
10329396,"knitting pattern;""children's sweater"";""cable knit"";""chunky knit"";""crew neck"";""ribbed cuffs"";""ribbed hem"";""long sleeves"";""cozy"";""comfy"";""fall fashion"";""winter wear"";""handmade"";""textured knit"";""casual wear"";""four design variations"";""detailed pattern"";""beginner friendly"";""intermediate knit"";""pattern collection"";""toddler clothing"";""toddler sweater"";""knitted jumper"";""stylish"";""DIY project"";""baby knitwear"";""soft texture"";""warm clothing"";""fit for toddler"";""knitted texture"";""yarn crafts"""
10329402,"baby cardigan;""knitted baby sweater"";""baby clothing"";""infant wear"";""handmade baby clothes"";""button-up baby cardigan"";""pastel baby knitwear"";""textured knit"";""lace pattern sweater"";""knit hat"";""knit baby hat"";""matching baby set"";""baby mittens"";""knit baby mittens"";""baby winter clothing"";""knitwear"";""cozy baby outfit"";""soft baby clothing"";""knit gift set"";""baby fashion"";""warm baby clothes"";""baby accessories"""
10329408,"knitting;""crochet"";""pattern"";""children's cardigan"";""girl's sweater"";""buttoned cardigan"";""crew neck"";""long sleeve"";""blue cardigan"";""colorful buttons"";""handmade"";""textured knit"";""relaxed fit"";""casual wear"";""beginner friendly"";""fall fashion"";""layering piece"";""cozy knit"";""soft yarn"""
10330254,"baby cardigan;""baby pants"";""knitted baby set"";""pink cardigan"";""transition weather"";""beanie hat"";""baby toy"";""knitted booties"";""pastel colors"";""textured knit"";""long sleeve cardigan"";""button-up cardigan"";""baby wear"";""comfortable baby clothes"";""soft knitted fabric"";""cozy theme"";""DIY knitting"";""craft pattern"";""baby fashion"";""baby wardrobe"""
10342939,"crochet;""short sleeve"";""lace"";""round neck"";""blue"";""summer"";""top"";""loose fit"";""eco-friendly"";""Debbie Bliss"";""women's"";""openwork"";""scalloped hem"""
10342943,"knitting pattern;""short-sleeve top"";""ribbed"";""gray"";""summer garment"";""crew neck"";""casual wear"";""lightweight"";""modern style"";""women's clothing"";""crochet pattern"";""easy level"";""textured"";""minimalist design"";""handmade"";""fashion"""
10344090,"knitted sweater;""cropped sweater"";""long sleeves"";""embroidery"";""floral design"";""blue sweater"";""modern style"";""spring theme"";""handmade garment"";""women's fashion"";""comfortable"";""colorful"";""open front"";""crochet project"";""stylish knitwear"""
10344096,"knitted sweater;""knitted jumper"";""knitted pullover"";""cable knit"";""colorful accents"";""botanical theme"";""floral design"";""three-quarter sleeves"";""mock turtleneck"";""diamond pattern"";""vintage style"";""woodland theme"";""handmade clothing"";""crafting"";""DIY fashion"";""fall fashion"";""winter fashion"";""cozy style"";""textured knit"";""patterned knitwear"""
10346720,"scarf;""knitting pattern"";""chunky yarn"";""cable knit"";""floral motifs"";""knitted flowers"";""wool"";""accessory"";""intermediate level"";""model"";""fall fashion"";""winter fashion"";""white scarf"";""brown turtleneck"""
10346722,"knitted sweater;""beige sweater"";""pullover"";""long sleeves"";""ribbed hem"";""ribbed cuffs"";""loose fit"";""casual style"";""crew neck"";""simple design"";""unisex sweater"";""winter wear"";""warm garment"";""handmade"";""DIY fashion"""
10346778,"men's sweater;""knit"";""navy blue"";""cable knit"";""long sleeve"";""crew neck"";""raglan sleeves"";""winter wear"";""casual"";""beach setting"";""textured pattern"";""comfortable fit"";""classic style"""
10347667,"knitting pattern;""vest"";""jumper"";""cabled"";""blue"";""wool"";""British wool"";""Bluefaced Leicester"";""DK"";""woman"";""model"";""casual"";""outdoor"";""fleece"";""sleeveless"";""crew neck"";""textured"";""soft"";""comfortable"""
10348338,"knitting pattern;""crochet pattern"";""dinosaur toy"";""animal theme"";""soft toy"";""plush toy"";""green and white"";""striped"";""cute design"";""amigurumi"";""children's toy"";""gift idea"";""handmade toy"";""Bernard the Dinosaur"";""craft project"""
10387019,"knitting pattern;""crochet pattern"";""garment"";""project"";""model"";""scarf"";""light blue"";""gradient"";""accessory"";""handmade"";""fashion"";""DIY"";""women's fashion"";""soft texture"";""stylish"";""modern"";""draped"";""long scarf"";""cloudy sky theme"";""easy pattern"";""beginner-friendly"";""cosy"";""chic"""
10390268,"baby blanket;""crochet"";""granny square"";""pastel colors"";""soft texture"";""round and round pattern"";""Paintbox Yarns"";""nursery"";""baby accessory"";""rectangle shape"""
10390272,"knitted;""beanie"";""hat"";""teenie"";""striped"";""pom-pom"";""baby"";""infant"";""soft"";""colorful"";""pastel colors"";""handmade"";""winter"";""accessory"";""easy pattern"";""beginner-friendly"";""round knitting"";""seamless"";""paintbox yarns"""
10391818,"knitting;""crochet"";""sweater"";""pullover"";""blue sweater"";""raglan sleeves"";""long sleeves"";""lace pattern"";""round neckline"";""textured knit"";""casual wear"";""women's sweater"";""handmade garment"";""cozy clothing"";""fall fashion"";""winter fashion"";""yarn craft"";""DIY fashion"";""knitted top"";""crocheted texture"";""fiber art"";""fashion knitwear"";""craft project"";""warm clothing"";""home knit"";""stylish sweater"""
10392341,"knit;""sweater"";""striped"";""long-sleeve"";""multicolor"";""cozy"";""comfortable"";""casual"";""colorful"";""women"";""round neck"";""handmade"";""pattern"";""lang yarns"";""soft fabric"";""autumn"";""winter"";""simple design"";""model wearing"";""versatile"";""warm"""
10393003,"baby cardigan;""knitted"";""short sleeve"";""pastel purple"";""lace pattern"";""button-up"";""collared"";""infant clothing"";""handmade"";""textured knit"";""delicate design"";""baby fashion"";""lightweight"";""spring/summer"";""soft yarn"";""toddler"";""warm"";""cozy"";""classic style"";""vintage inspired"""
10393031,"baby sweater;""baby hat"";""stripes"";""rainbow colors"";""knitted garment"";""button-up sweater"";""babywear"";""handmade"";""colorful"";""coordinated set"";""cozy"";""soft yarn"";""warm"";""beginner-friendly"";""knitting pattern"""
10393039,"knitted sweater;""children's sweater"";""polka dot sweater"";""white sweater"";""colorful dots"";""long sleeve sweater"";""crew neck sweater"";""kids fashion"";""handmade"";""textured pattern"";""playful design"";""comfortable fit"";""fall fashion"";""winter fashion"";""warm clothing"""
10394126,"knitting pattern;""crochet pattern"";""woman holding garments"";""multiple knitted items"";""knitted sweater"";""crochet blanket"";""blue yarn"";""green yarn"";""textured pattern"";""lacy design"";""handmade garment"";""cozy knitwear"";""fashion knitwear"";""layered clothing"";""Shachenmayr brand"";""DIY fashion"";""home crafts"";""creative knitting"";""project collection"";""feminine style"""
10394246,"child;""girl"";""knitting pattern"";""knitwear"";""purple cardigan"";""buttoned cardigan"";""long sleeve"";""pocket detail"";""textured stitch pattern"";""kids wear"";""casual style"";""spring/summer"";""outdoor"";""feminine"";""pastel colors"";""comfortable fit"";""easy to knit"";""boat neck"";""front buttons"";""seamless construction"""
10394248,"child;""sweater"";""pullover"";""pink"";""lace pattern"";""long sleeves"";""boat neck"";""children's clothing"";""casual"";""textured knit"";""spring"";""lightweight"";""girl"";""handmade"";""comfortable"";""classic style"";""everyday wear"";""outdoor"";""yarn"";""knitwear"";""cozy"";""air holes"""
10396829,"crochet;""knitting"";""sweater"";""pullover"";""long sleeves"";""cotton"";""lightweight"";""lacy"";""eyelet pattern"";""crew neck"";""casual"";""summer"";""spring"";""model wearing"";""pattern"";""Rico Knitting Idea Compact"";""textured"";""fashion"";""beach"";""outdoor"";""round neckline"";""stylish"";""comfortable"""
10397400,"knitted toy;""puppy"";""dog"";""stuffed animal"";""knitting pattern"";""soft toy"";""animal plush"";""amigurumi"";""handmade toy"";""cute"";""children's toy"";""gift"";""yellow yarn"";""beginner knitting pattern"";""knit dog"";""animal knitting project"";""plaything"";""knit plushie"";""whimsical"";""DIY project"""
10398254,"baby;""cashmerino"";""sweater"";""hat"";""teddy bear"";""toy"";""blanket"";""mittens"";""baby clothes"";""knitted"";""crocheted"";""children's wear"";""baby sweater"";""baby blanket"";""cute"";""soft"";""cozy"";""bear motif"";""neutral colors"";""fall"";""winter"";""gift set"";""Debbie Bliss"";""handmade"";""small size"";""patterned"";""cable knit"";""buttoned jacket"""
10398268,"knitting pattern;""crochet pattern"";""knitted sweater"";""v-neck sweater"";""colorblock"";""trendy sweater"";""chunky sweater"";""handmade"";""DIY"";""casual wear"";""oversized sweater"";""striped design"";""multi-color"";""fall fashion"";""winter fashion"";""warm"";""cozy"";""long sleeves"";""relaxed fit"";""modern style"";""layering garment"";""comfortable"";""model wearing garment"";""jeans and sweater"";""simple design"""
10398270,"colorful cardigan;""multicolored squares"";""patchwork design"";""knitted cardigan"";""long-sleeve"";""v-neck"";""large buttons"";""cozy knitwear"";""chunky yarn"";""handmade garment"";""bold colors"";""vibrant knit"";""cropped length"";""casual wear"";""oversized fit"""
